area,decoration,elevator,flood,follow_number,location,look_number,orientation,pub_duration,room,title,total_price,unit,unit_price,xiaoqu
107.21,简装,有电梯,低楼层(共10层)2005年建板塔结合,8,龙岗中心城,8,东南,15天以前,3室2厅,业主诚心出售，户型方正，采光好,380,万,单价35445元/平米,龙岗天健郡城 
82.51,精装,有电梯,低楼层(共25层)2004年建塔楼,16,科技园,3,东南,10个月以前,2室1厅,阳光带海滨城二期 2室1厅 1100万,1100,万,单价133318元/平米,阳光带海滨城二期 
118,精装,有电梯,高楼层(共34层)2012年建板塔结合,29,龙华中心,5,东南,10个月以前,3室2厅,原业主自住房，大三房，精装修诚心出售,590,万,单价50000元/平米,锦绣御园 
148.83,精装,有电梯,低楼层(共24层)2003年建板塔结合,13,新安,8,南,10个月以前,3室2厅,冠城世家精装正规大三房，业主急售！看房方便.,808,万,单价54291元/平米,冠城世家 
68.26,简装,有电梯,低楼层(共11层)2003年建塔楼,46,布吉关,8,东,10个月以前,2室1厅,满两年花园中间看泳池 朝东向住家安静保养好 随时看,318,万,单价46587元/平米,信义假日名城博雅园 
76.97,精装,有电梯,高楼层(共17层)2000年建塔楼,111,梅林,0,南,一年前,2室2厅,碧华庭居 精装两房朝南 高楼层视野开阔 诚意出售,508,万,单价66000元/平米,碧华庭居 
89.81,简装,有电梯,中楼层(共32层)2007年建板塔结合,93,新洲,20,东南,一年前,3室2厅,地铁口物业，满五年，精装修三房，东南向,520,万,单价57901元/平米,祥云天都世纪大厦 
78.84,精装,有电梯,中楼层(共33层)2012年建板塔结合,95,龙华中心,79,东南,3个月以前,3室2厅,龙华花半里装修三房，业主诚心出售，装修保养不错,368,万,单价46677元/平米,龙华花半里花园 
86.91,简装,无电梯,高楼层(共8层)1998年建板塔结合,81,新安,33,西南,3个月以前,3室2厅,总价低， 户型方正，税费少，装修保养好,375,万,单价43149元/平米,文汇花园 
99.2,精装,无电梯,低楼层(共7层)2001年建板楼,28,莲塘,5,南 北,10个月以前,3室2厅,梧桐山脚下 99.2平精装修大三房 南北通透  改善户型,480,万,单价48388元/平米,梧桐山新居 
57.56,精装,有电梯,中楼层(共33层)2007年建塔楼,75,新洲,6,北,10个月以前,2室1厅,蜜园北向大两房，诚意出售，自住,398,万,单价69146元/平米,蜜园 
89.9,简装,有电梯,低楼层(共18层)2008年建板塔结合,138,坂田,22,南,9个月以前,3室2厅,地铁口物业 满五年唯一，正南朝向三房 总价低户型方正,395,万,单价43938元/平米,珠江旭景佳园 
76.65,精装,有电梯,低楼层(共32层)2014年建板塔结合,0,龙岗宝荷,11,南,1个月以前,3室1厅,仁恒峦山美地 3室1厅 330万,330,万,单价43053元/平米,仁恒峦山美地 
89.64,精装,有电梯,中楼层(共26层)2011年建塔楼,21,大运新城,2,西北,一年前,3室1厅,中海康城 精装横厅户型三房 看山景视野开阔 看房方便,345,万,单价38488元/平米,中海康城国际一期 
47.66,精装,有电梯,中楼层(共31层)2005年建塔楼,32,东门,6,东,一年前,1室1厅,靠深圳小和桂园中學，  3号线晒布地铁口，近儿童公园,266,万,单价55813元/平米,东门天下 
111.71,简装,有电梯,中楼层(共11层)2005年建塔楼,13,坂田,1,南 北,一年前,4室2厅,3+1小区中间位置，看花园泳池，南北通透，采光好,560,万,单价50130元/平米,中海日辉台 
79.88,精装,有电梯,高楼层(共18层)2005年建板塔结合,39,竹子林,0,南,11个月以前,2室1厅,香诗美林 南向2房 看海景 方正实用 满五红本,680,万,单价85128元/平米,香诗美林 
92.36,简装,有电梯,中楼层(共29层)2007年建板塔结合,98,宝安中心,5,东南,11个月以前,3室2厅,宝安体育馆 双地铁口物业 双龙抱珠3房 680万,680,万,单价73625元/平米,泰华君逸世家 
96.97,简装,有电梯,中楼层(共11层)2002年建板塔结合,69,龙岗中心城,2,南,一年前,3室1厅,高楼层电梯三房 朝南向采光好 不临街 背靠公园,350,万,单价36094元/平米,新亚洲花园 
88.72,简装,有电梯,中楼层(共8层)2008年建板塔结合,78,盐田港,2,南 北,一年前,3室1厅,中海半山溪谷 三房 有钥匙随时可看,380,万,单价42832元/平米,中海半山溪谷花园 
88.65,精装,有电梯,中楼层(共38层)2016年建板塔结合,4,红山,1,东北,1个月以前,4室1厅,此房装修保养好，户型方正，南北朝向，是4房2卫。,636,万,单价71743元/平米,星河传奇 
38.5,精装,有电梯,中楼层(共30层)2003年建板塔结合,9,后海,43,东南,1个月以前,1室1厅,金海岸一室一厅 满五年唯一 业主诚心出售,280,万,单价72728元/平米,金海岸大厦 
150.95,简装,有电梯,中楼层(共22层)2003年建塔楼,22,地王,0,东 东南,一年前,4室2厅,蔡屋围深港豪苑四房 看小区花园 有两个固定停车位,800,万,单价52998元/平米,深港豪苑 
37.22,精装,有电梯,高楼层(共31层)2005年建板塔结合,28,笋岗,0,北,11个月以前,1室1厅,房子满五唯一，税少，双阳台，采光通风好,206,万,单价55347元/平米,祥福雅居 
85.79,简装,有电梯,高楼层(共32层)2006年建板塔结合,38,香蜜湖,4,东北,10个月以前,3室1厅,香格丽苑小户型诚心出售，高楼层视野好,980,万,单价114233元/平米,香格丽苑 
98,简装,无电梯,中楼层(共8层)1997年建板塔结合,42,龙岗中心城,3,南,10个月以前,3室2厅,龙城商圈 吉祥地铁口 万科广场旁 鸿进花园 精装三房,279,万,单价28470元/平米,鸿进花园 
112.4,简装,有电梯,中楼层(共27层)1992年建板塔结合,81,万象城,0,东 北,一年前,3室1厅,罗湖万象4地铁口，深圳书城旁，方正大3房，主卧带卫,460,万,单价40926元/平米,嘉宾花园 
79.46,简装,有电梯,中楼层(共14层)2002年建板楼,13,翻身,1,东南,11个月以前,2室1厅,金叶茗苑 大两房 *三房 经济实用,430,万,单价54116元/平米,金叶茗苑 
33.08,简装,无电梯,低楼层(共8层)1992年建板塔结合,24,南山中心,2,东北,11个月以前,1室1厅,待拆迁物业  赔偿1比1.3比例 1房1厅,180,万,单价54414元/平米,深意公寓南山区 
97.81,精装,有电梯,中楼层(共34层)1996年建板塔结合,50,科技园,63,南,2个月以前,3室2厅,深南花园深大地铁口满5年精装修低总价大三房,525,万,单价53676元/平米,深南花园 
101.76,简装,有电梯,高楼层(共28层)2005年建塔楼,36,宝安中心,37,南,2个月以前,3室2厅,双地铁大三房 高层南向看花园 满五年唯一住宅 红本,880,万,单价86478元/平米,天悦龙庭二期 
87.52,精装,有电梯,低楼层(共34层)2009年建塔楼,2,大运新城,29,东南,2个月以前,3室1厅,中海康城 安静 看花园三房 满五唯一,349,万,单价39877元/平米,中海康城国际一期 
91.51,精装,有电梯,中楼层(共33层)2014年建板楼,46,坂田,6,南 北,8个月以前,3室2厅,诺德中央道 3室2厅 450万,450,万,单价49175元/平米,诺德中央道 
99.68,精装,有电梯,低楼层(共11层)1999年建塔楼,43,龙华中心,2,南,8个月以前,3室1厅,电梯大三房两卫，通风采光佳，花园中间，位置安静,363,万,单价36417元/平米,银泉花园 
87.64,毛坯,有电梯,中楼层(共33层)2014年建板塔结合,35,龙岗中心城,37,东北,8个月以前,3室2厅,保利上城 正规三房 万科广成旁 业主诚心出售看房方便,400,万,单价45642元/平米,保利上城 
39.39,精装,有电梯,中楼层(共30层)2003年建板塔结合,3,南山中心,8,北,1个月以前,1室1厅,金钟大厦 标准一房一厅 业主诚心出手,355,万,单价90125元/平米,金钟大厦 
181.86,精装,有电梯,中楼层(共23层)2003年建塔楼,6,科技园,15,东南,1个月以前,4室2厅,上新房源 阳光带海滨城二期 181.86平米4+1房 中间楼层,2380,万,单价130870元/平米,阳光带海滨城二期 
54.34,精装,有电梯,低楼层(共36层)2016年建板塔结合,132,观澜,0,南,一年前,2室1厅,华盛观荟之小房子的户型也可以精致到赞赏不已,236,万,单价43431元/平米,华盛观荟 
70.05,精装,有电梯,中楼层(共32层)2007年建塔楼,94,龙岗中心城,4,东南,一年前,2室1厅,东方明珠城 地铁口 厅出阳台，中高楼层 业主住家装修,270,万,单价38544元/平米,东方明珠城 
65.13,简装,有电梯,高楼层(共30层)2013年建板塔结合,44,布吉南岭,11,南,一年前,2室2厅,佳兆业新都汇精装两房业主诚心出售。,340,万,单价52204元/平米,佳兆业新都汇 
116.58,简装,无电梯,低楼层(共6层)2002年建板塔结合,16,坂田,0,东南,一年前,4室2厅,万科四季花城六期南北向四房600万,600,万,单价51467元/平米,万科四季花城六期 
37.54,简装,无电梯,中楼层(共9层)1997年建板楼,47,八卦岭,6,东,一年前,1室1厅,房子满五年 红本在手 低楼层 采光视野好,210,万,单价55941元/平米,旭飞花园 
179.14,简装,有电梯,低楼层(共31层)2006年建板楼,10,红树湾,2,东南,11个月以前,4室2厅,南北通 四房 客厅带阳台东南  看海景 厨房全明 少放盘,2200,万,单价122809元/平米,中信红树湾南区 
183.26,简装,有电梯,30层2010年建板楼,39,龙岗中心城,3,西南,11个月以前,4室2厅,龙岗中 心城 深业紫麟山花园装修四房 诚意出售,648,万,单价35360元/平米,深业紫麟山花园 
92.06,精装,有电梯,中楼层(共14层)2003年建板塔结合,50,布吉大芬,1,西南,一年前,3室2厅,桂芳园五期的大三房.看花园，满五年！,400,万,单价43450元/平米,桂芳园五期 
97.69,精装,有电梯,高楼层(共30层)2012年建板塔结合,114,新洲,0,南,一年前,3室2厅,2013年次新房 奢华装修 诚心出售,730,万,单价74727元/平米,嘉洲富苑 
42.79,简装,有电梯,低楼层(共34层)2016年建板塔结合,124,龙岗中心城,16,西南,一年前,2室1厅,地铁3号线物业，满2年，配套齐，带装修,112,万,单价26175元/平米,金地龙城中央一期 
41.8,精装,有电梯,中楼层(共26层)2007年建板塔结合,24,地王,3,东北,一年前,1室1厅,红岭地铁站 京基邻居 刚需一房 配套完善,200,万,单价47847元/平米,红桂皇冠 
159.06,精装,有电梯,高楼层(共31层)1997年建板塔结合,1,春风路,0,东北,11个月以前,1室1厅,佳宁娜广场 满五年唯一  通风采光好 住家办公适宜,730,万,单价45895元/平米,佳宁娜广场 
133.43,精装,有电梯,中楼层(共30层)2013年建板塔结合,90,新安,0,西北,10个月以前,4室2厅,地铁口通透4房 前后看花园 业主诚卖 看房方便 急售,1020,万,单价76445元/平米,中洲华府 
71.2,简装,有电梯,中楼层(共29层)2002年建塔楼,11,春风路,1,南,10个月以前,2室2厅,国贸春风路大两房近地铁口满两年诚心出售,368,万,单价51686元/平米,凯悦华庭 
74.04,简装,有电梯,高楼层(共20层)2006年建板塔结合,17,布吉大芬,1,西南,11个月以前,2室1厅,此房满五年唯一，西南朝向看花园，高层、业主诚心出售,365,万,单价49298元/平米,桂芳园八期 
62.52,精装,有电梯,高楼层(共35层)2006年建板塔结合,24,春风路,32,西,2个月以前,2室1厅,国贸 联城美园 带花园社区 地铁口物业,350,万,单价55983元/平米,联城美园 
110.02,简装,有电梯,中楼层(共18层)2008年建板塔结合,15,布吉关,16,东南,7个月以前,4室2厅,布吉关口双地铁口，一手业主装修保养好，高楼层看花园,480,万,单价43629元/平米,东方盛世花园 
274.7,毛坯,有电梯,低楼层(共31层)2013年建板塔结合,23,华侨城,15,西南,7个月以前,4室1厅,华侨城波托菲诺纯水岸十五期临湖而居大阳台看房方便,3750,万,单价136513元/平米,波托菲诺纯水岸十五期 
101.45,精装,有电梯,中楼层(共9层)2006年建板楼,51,碧海,37,西南,7个月以前,3室2厅,富通城一期正南向3房，客厅出阳台户型单价5.7万㎡,565,万,单价55693元/平米,碧海富通城一期 
57.51,简装,有电梯,中楼层(共31层)2012年建塔楼,29,龙岗中心城,0,东南,11个月以前,2室1厅,缤纷世纪正规2房，精装修，业主诚心出售,170,万,单价29561元/平米,缤纷世纪 
133.42,精装,有电梯,中楼层(共32层)2006年建板塔结合,61,宝安中心,3,西南,一年前,4室2厅,大四房高楼层，您心目中想要的房子就在这里,1050,万,单价78699元/平米,金泓凯旋城一期 
54.16,简装,有电梯,高楼层(共31层)2005年建板塔结合,58,黄贝岭,3,东北,一年前,2室1厅,新天地高层两房出售，厅出阳台，满五年，通风采光好,335,万,单价61854元/平米,新天地名居 
63.4,简装,有电梯,低楼层(共13层)1998年建板塔结合,44,银湖,1,南,一年前,2室2厅,红本在手，税费少。看房方便，，，，，,340,万,单价53628元/平米,碧清园 
127.34,精装,有电梯,低楼层(共29层)2001年建塔楼,8,春风路,1,西南 东北,11个月以前,4室2厅,向西大厦  满两年 四房户型方正  精装修,520,万,单价40836元/平米,向西大厦 
70.79,精装,有电梯,高楼层(共9层)2001年建板塔结合,20,前海,0,南,11个月以前,2室1厅,星海名城一期 朝南精装两房 高楼层,550,万,单价77695元/平米,星海名城一期六组团 
31.48,精装,无电梯,高楼层(共8层)1992年建板塔结合,256,八卦岭,1,东南,一年前,1室1厅,鹏盛村 红本在手 税费少 地铁物业 精装修 拧包入住,150,万,单价47650元/平米,鹏盛村 
74.64,简装,无电梯,中楼层(共8层)2005年建板楼,95,龙华中心,5,南,一年前,2室2厅,桦润馨居精装2房 朝南看花园  中间楼层  少税,315,万,单价42203元/平米,桦润馨居 
32.02,简装,无电梯,高楼层(共6层)2006年建板楼,211,龙岗双龙,5,南,一年前,1室0厅,锦城星苑 标准大单间 带大阳台 总价低 业主诚心出售,92,万,单价28733元/平米,锦城星苑 
137.3,简装,有电梯,中楼层(共9层)1997年建板塔结合,10,龙华中心,0,南,一年前,4室2厅,玉华花园 电梯四房 朝南 采光好 适合三代同堂居住,480,万,单价34960元/平米,玉华花园 
85.46,简装,有电梯,中楼层(共9层)2003年建板塔结合,17,梅林关,1,东南,11个月以前,2室1厅,朝南*小三房 满五年唯一免个税,485,万,单价56752元/平米,丰泽湖山庄 
101.86,精装,有电梯,中楼层(共32层)1993年建塔楼,24,螺岭,1,南,10个月以前,3室2厅,海丽大厦大三房 东南朝向 业主自己住 看房方便,525,万,单价51542元/平米,海丽大厦 
38.05,简装,有电梯,低楼层(共30层)2004年建板塔结合,16,沙头角,1,西南,10个月以前,1室1厅,碧桐湾 一房一厅 满五唯一红本在手 关口物业,160,万,单价42050元/平米,碧桐湾 
84.01,精装,有电梯,中楼层(共29层)2004年建板塔结合,7,翻身,4,西南,10个月以前,2室1厅,宝安48区 满五年唯一 高楼层电梯大两房 业主诚售,478,万,单价56898元/平米,石鸿融景园 
109.75,简装,有电梯,低楼层(共15层)2005年建板塔结合,25,龙岗中心城,136,东南,2个月以前,3室2厅,房子朝南看花园，小区安静位置，业主诚心出售,398,万,单价36265元/平米,龙岗天健郡城 
74.27,简装,有电梯,中楼层(共11层)2008年建板塔结合,14,横岗,10,东,7个月以前,2室1厅,横岗 信义锦绣花园 中装两房 看花园 十四号线四联站,305,万,单价41067元/平米,信义锦绣花园 
68.18,简装,有电梯,中楼层(共16层)2008年建塔楼,34,梅林,1,南,6个月以前,4室2厅,特殊户型实际使用八十三，方正通透4房，位置安静,650,万,单价95336元/平米,半山御景 
74.08,简装,有电梯,低楼层(共28层)2003年建板塔结合,71,春风路,27,南,7个月以前,3室1厅,金鼎大厦三房满五唯一，三地铁交通，楼下华润万家,330,万,单价44547元/平米,金鼎大厦 
77.82,精装,有电梯,高楼层(共35层)2016年建板塔结合,18,坪山,1,南 北,10个月以前,3室2厅,力高实用3房，户型朝南，通风采光优良。,298,万,单价38294元/平米,力高君御国际 
158.1,精装,有电梯,中楼层(共48层)2009年建板楼,32,蛇口,0,东南,11个月以前,4室1厅,半岛城邦花园二期 东南向 高层 海景好 户型棒,1680,万,单价106262元/平米,半岛城邦花园二期 
76.77,精装,有电梯,低楼层(共24层)2006年建板楼,22,龙华新区,0,东南,11个月以前,2室2厅,金地梅陇镇花园一期 满五年 红本在手 朝南看花园,420,万,单价54709元/平米,金地梅陇镇一期 
147.81,精装,有电梯,高楼层(共18层)2006年建板塔结合,4,龙岗中心城,1,南,11个月以前,4室2厅,东方御花园4房 朝南看花园 红本在手 业主诚心出售,668,万,单价45194元/平米,东方御花园 
96.29,精装,有电梯,中楼层(共32层)2008年建塔楼,26,洪湖,2,东南,一年前,3室2厅,正规3房，户型方正，朝东南有阳光，少税费，看房方便,660,万,单价68543元/平米,合正锦湖魅力城 
45.78,简装,有电梯,中楼层(共29层)2002年建塔楼,53,春风路,5,东南,一年前,1室1厅,凯悦华庭45.78平米居家一房一厅诚售,205,万,单价44780元/平米,凯悦华庭 
189.54,毛坯,有电梯,低楼层(共27层)2014年建板塔结合,4,布吉街,0,东南,一年前,4室1厅,户型通透 急售 视野开阔 看房方便 满2年,1100,万,单价58036元/平米,半山道1号礼宾府 
47.31,简装,有电梯,中楼层(共12层)2000年建塔楼,44,西乡,2,西北,10个月以前,1室1厅,富瑰园 标准电梯1房1厅 清爽装修 格局通透,270,万,单价57071元/平米,富瑰园 
261.13,精装,有电梯,低楼层(共10层)2007年建塔楼,6,蛇口,8,南,2个月以前,6室1厅,前排别墅，上下两层，一线无遮挡海景，满五年唯一,3400,万,单价130204元/平米,南海玫瑰花园三期 
100.56,精装,有电梯,高楼层(共18层)2006年建板塔结合,21,龙华中心,0,东南,10个月以前,3室2厅,现代风格装修三房，唯一，满五年，红本在手，视野开阔,520,万,单价51711元/平米,美丽AAA花园 
52.35,精装,有电梯,高楼层(共24层)2003年建塔楼,9,螺岭,0,北,6个月以前,2室1厅,金城华庭 园林小区 满两年   高层精装,440,万,单价84050元/平米,金城华庭 
113.83,精装,有电梯,中楼层(共24层)1990年建塔楼,38,春风路,2,东,5个月以前,3室2厅,罗湖口岸，9号线，原始三房，精装修，户型方正,385,万,单价33823元/平米,锦花大厦 
106.36,精装,有电梯,低楼层(共32层)2007年建塔楼,75,龙岗中心城,0,东南,7个月以前,4室2厅,区政府 正规四房 楼下华润万家成熟配套 出行方便,335,万,单价31497元/平米,东方明珠城 
117,精装,有电梯,低楼层(共30层)2006年建塔楼,31,翻身,12,东南,1个月以前,3室1厅,夜视小翻身 正规大三房满5唯一 业主诚心出售,590,万,单价50428元/平米,滨海春城 
127.3,精装,无电梯,中楼层(共8层)2001年建塔楼,65,香蜜湖,0,东 西,11个月以前,4室2厅,精装修可直接入住，正规四房通透户型，东西向采光好,1300,万,单价102121元/平米,万科温馨家园 
66.63,精装,有电梯,高楼层(共30层)2011年建板塔结合,41,红山,3,西南,10个月以前,2室2厅,业主自住房出售  高层视野好无遮挡  看房方便,405,万,单价60784元/平米,金地上塘道二期 
81.94,精装,有电梯,低楼层(共12层)2002年建板塔结合,31,南头,12,南 西,9个月以前,3室2厅,麒麟花园  正规三房，满五年唯一 红本,835,万,单价101904元/平米,麒麟花园A区 
99.69,精装,有电梯,低楼层(共16层)2003年建板塔结合,11,福田中心,47,北,1个月以前,3室2厅,厅出阳台、朝花园、安静、满五唯一、小区环境好,710,万,单价71221元/平米,港丽豪园 
69.97,精装,有电梯,中楼层(共31层)2013年建板塔结合,23,宝安中心,45,东北,30天以前,3室1厅,西城雅筑. 鸿荣源品质. 宝安体育馆.精装三房,540,万,单价77176元/平米,西城雅筑 
67.46,简装,有电梯,高楼层(共18层)1999年建板塔结合,23,皇岗,1,北,9个月以前,2室1厅,安静社区 正规大两房 交通便利,420,万,单价62260元/平米,赛格绿茵阁 
79.83,精装,有电梯,中楼层(共12层)2004年建板塔结合,82,南山中心,22,西南,6个月以前,3室2厅,新街口花园   佳兆业物业  标准三房,518,万,单价64888元/平米,新街口花园 
172.88,简装,有电梯,中楼层(共32层)2003年建板塔结合,19,竹子林,11,南,3个月以前,4室2厅,有钥匙随时看 跃式4房 南北通看海景 满5年唯一无个税,1700,万,单价98335元/平米,碧海云天二期 
83.76,精装,有电梯,低楼层(共18层)2013年建塔楼,11,龙岗中心城,22,北,7个月以前,4室2厅,新小区四房两卫，安静，舒适，宜居,497,万,单价59337元/平米,熙和园 
105.1,简装,无电梯,高楼层(共8层)1995年建板塔结合,8,龙华中心,1,西,一年前,3室2厅,玉华花园 居家大三房 客厅宽敞 满五年 看花园采光好,360,万,单价34254元/平米,玉华花园 
94.98,精装,有电梯,中楼层(共24层)2006年建板塔结合,62,后海,5,东南,11个月以前,3室2厅,信和高楼层 东南朝小区 满两年 16年装修 可以拎包入住,698,万,单价73490元/平米,信和自由广场 
156.88,精装,有电梯,中楼层(共33层)2003年建板塔结合,7,上下沙,39,东南,28天以前,3室1厅,住家大社区，精装修，东南安静看海景值得拥有的一个家,1058,万,单价67441元/平米,碧海红树园 
69.2,其他,有电梯,高楼层(共29层)2002年建板塔结合,7,春风路,61,东南,28天以前,2室1厅,云景豪园两房 高楼层采光视野好,365,万,单价52746元/平米,云景豪园 
109.38,简装,有电梯,低楼层(共18层)2004年建板塔结合,41,布吉大芬,30,西南,4个月以前,4室1厅,带空中花园满五唯一，阳台朝南看花园，住家安静,400,万,单价36570元/平米,桂芳园六期 
94.98,精装,有电梯,低楼层(共12层)2000年建板楼,16,后海,15,北,2个月以前,3室2厅,经典小三房，有钥匙，随时可看。,940,万,单价98969元/平米,蔚蓝海岸1期 
111.26,精装,无电梯,中楼层(共7层)1999年建板楼,23,南头,23,南,7个月以前,3室2厅,南北通3房2卫 中间楼层 高实用率 家庭唯一无个税 红本,938,万,单价84308元/平米,麒麟花园B区 
103.78,简装,无电梯,中楼层(共7层)2001年建板塔结合,50,桃源居,27,南,6个月以前,3室2厅,户型通透大3房，安静朝南看花园，满五唯一免个税,435,万,单价41916元/平米,桃源居十三区 
87.7,精装,无电梯,高楼层(共8层)1994年建板塔结合,10,龙华新区,4,南,一年前,3室2厅,丰润花园优质三房 小区中间位置 安静,360,万,单价41050元/平米,丰润花园 
127.1,精装,有电梯,中楼层(共14层)2009年建塔楼,13,坂田,2,东南 南,11个月以前,3室2厅,万科第五园五期大三房西南向看园景,570,万,单价44847元/平米,万科第五园五期 
127.14,简装,有电梯,低楼层(共16层)2000年建板塔结合,11,竹子林,26,东北,27天以前,4室1厅,金海燕花园 南山、福田交界处 侨城东地铁物业,900,万,单价70789元/平米,金海燕花园 
75.77,精装,有电梯,中楼层(共24层)2003年建塔楼,31,白石洲,26,北,4个月以前,2室1厅,此房精装修，户型方正，满五唯一,470,万,单价62030元/平米,侨城豪苑二期 
118.26,简装,有电梯,中楼层(共11层)2007年建塔楼,29,西丽,4,南 北,4个月以前,3室1厅,房子满五年业主深圳唯一一套住宅，户型方正大三房,645,万,单价54541元/平米,众冠西郡园 
75.39,精装,有电梯,中楼层(共32层)2010年建塔楼,19,坂田,7,西南,2个月以前,2室1厅,佳兆业上品雅园两房厅出阳台满两年 视野开阔,440,万,单价58364元/平米,佳兆业上品雅园 
98.11,简装,有电梯,低楼层(共18层)2003年建板塔结合,9,梅林,24,南,5个月以前,3室2厅,梅林一村大三房，装修好，看房方便,666,万,单价67883元/平米,梅林一村九区 
116.83,精装,有电梯,中楼层(共11层)2003年建板塔结合,29,前海,19,南 北,11个月以前,3室2厅,满五年，红本在手，中间楼层，安静不吵！,950,万,单价81315元/平米,山海翠庐 
96.96,简装,有电梯,中楼层(共32层)2002年建板塔结合,12,石厦,100,北,26天以前,3室2厅,北向看花园，端头位置，独立的餐厅与客厅,650,万,单价67038元/平米,益田村 
85.75,精装,有电梯,高楼层(共20层)2001年建板塔结合,5,南山中心,33,东 东北,26天以前,2室1厅,缤纷假日豪园大两房一厅610万,610,万,单价71138元/平米,缤纷假日豪园 
117.04,其他,有电梯,中楼层(共31层)2006年建板楼,2,红树湾,28,西南,22天以前,2室1厅,百仕达红树西岸 2室1厅 1690万,1690,万,单价144396元/平米,百仕达红树西岸 
49.04,精装,有电梯,高楼层(共33层)2012年建板塔结合,27,科技园,21,西,2个月以前,2室1厅,科技园松坪村两房，看小区，安静不吵,370,万,单价75449元/平米,松坪村西区三期 
108.34,精装,有电梯,低楼层(共32层)2007年建板塔结合,24,香蜜湖,18,南,2个月以前,3室2厅,3加1房 1厨  3卫生间    大阳台  带入户花园！,1245,万,单价114917元/平米,瀚盛花园 
85.5,精装,无电梯,低楼层(共8层)1996年建板塔结合,9,西乡,35,东南 南,30天以前,3室2厅,"：
小区自带机关幼儿园 高楼层 朝南看花园",400,万,单价46784元/平米,宝安新村 
84.21,简装,有电梯,高楼层(共18层)2009年建板塔结合,8,龙岗中心城,45,南,27天以前,2室1厅,招商依山郡 精装修两房  朝南 税费少  看房方便,360,万,单价42751元/平米,招商依山郡 
98.42,精装,有电梯,低楼层(共16层)2003年建板塔结合,30,福田中心,30,北,5个月以前,3室2厅,港丽豪园 3室2厅 750万,750,万,单价76205元/平米,港丽豪园 
86.31,精装,有电梯,低楼层(共34层)2004年建塔楼,30,莲花,11,东北,9个月以前,3室2厅,总价低         安静       业主诚心售   看公园,615,万,单价71255元/平米,长城盛世家园二期 
73.98,精装,有电梯,中楼层(共23层)2004年建板塔结合,54,南山中心,1,北,7个月以前,2室1厅,城市印象 标准两房 安静看小区花园 楼层适中,660,万,单价89214元/平米,城市印象 
50.28,精装,有电梯,低楼层(共34层)2012年建板塔结合,112,科技园,85,东南,17天以前,2室2厅,南山科技园片区，次新房，精装修，满5唯一,358,万,单价71202元/平米,松坪村西区三期 
43,其他,有电梯,低楼层(共31层)2004年建板塔结合,2,春风路,0,西南,5天以前,1室1厅,国贸商圈--国际名园一房一厅，业主诚心出售！,190,万,单价44187元/平米,国际名园 
89.24,精装,有电梯,高楼层(共35层)2008年建板楼,14,西丽,24,西南,2个月以前,3室2厅,桃源村三期人车分流 高楼层 朝南向 全新装修,620,万,单价69476元/平米,桃源村三期 
57.02,简装,有电梯,低楼层(共12层)2011年建塔楼,9,西丽,25,南,22天以前,2室1厅,地铁7号线珠光站 朝南温馨小两房 拎包可入住,475,万,单价83305元/平米,塘朗雅苑 
81.48,简装,有电梯,低楼层(共30层)2013年建塔楼,9,西乡,20,东南,21天以前,3室2厅,购房优选，位置安静，满五唯一，红本在手，诚心出售,465,万,单价57070元/平米,中信领航 
75.76,精装,无电梯,中楼层(共6层)2005年建板楼,1,西丽,0,南,11天以前,3室1厅,欧陆经典南北通户型，拎包入住，满五唯一,555,万,单价73258元/平米,欧陆经典 
90.05,精装,有电梯,低楼层(共27层)2011年建板塔结合,28,宝安中心,20,东南,4个月以前,3室1厅,11号线 2012年次新房 前海自贸区 小三房 随时看房,668,万,单价74182元/平米,第五大道高发西岸花园三期 
118.87,精装,有电梯,低楼层(共31层)2005年建塔楼,0,东门,2,南,7个月以前,4室1厅,东门天下 大四房 离地铁近 东门商圈,600,万,单价50476元/平米,东门天下 
183.25,精装,有电梯,高楼层(共31层)2007年建塔楼,14,前海,5,东南,5个月以前,5室2厅,（经理推荐） 星海名城六期 大五房 东南朝向,1350,万,单价73670元/平米,星海名城六期 
130.09,简装,有电梯,高楼层(共8层)2000年建板楼,4,莲塘,5,南 北,2个月以前,3室2厅,别墅区住宅，钥匙在手随时带看！关注好房降低购房成本,630,万,单价48429元/平米,华景园公寓 
113.66,简装,有电梯,低楼层(共11层)2005年建板楼,15,红山,4,南,2个月以前,3室2厅,户型好的一塌糊涂 三阳台钥匙随时可看 民顺小敩门口,548,万,单价48214元/平米,日出印象一期 
118.19,简装,无电梯,高楼层(共6层)2003年建板楼,3,龙岗中心城,0,东南,11个月以前,3室2厅,地铁口居家大三房 视野开阔 采光充足 业主诚心出售,350,万,单价29614元/平米,雅豪祥苑 
89.91,精装,有电梯,高楼层(共30层)2013年建板塔结合,10,新安,7,东南,6个月以前,3室2厅,勤诚达大三房 花园中间 朝向好 安静舒适,800,万,单价88978元/平米,勤诚达22世纪一期 
45.93,精装,有电梯,高楼层(共25层)2007年建板塔结合,1,东门,0,南,4天以前,1室1厅,东门商圈，小户型易上车，业主诚心卖,220,万,单价47899元/平米,南塘物业小区 
68.57,简装,有电梯,高楼层(共34层)2016年建板塔结合,22,龙岗中心城,0,西北,一年前,2室2厅,地铁口，万科繁华配套，正规两房使用,270,万,单价39376元/平米,金地龙城中央一期 
